PUBCHEM_CID	DISTINCT_EXP_COUNT	EIDS
1919538	1	3393
1919967	1	7738
1920467	1	3897
1920722	1	7685
1920776	1	3897
1921085	1	3897
1921160	1	3704
1921194	1	7722
1921596	1	854
1922183	1	3897
1922229	1	7738
1922279	1	3896
1923906	1	7685
1923912	1	854
1924539	1	3731
1924550	1	4188
1924806	1	7738
1924859	1	7738
1924870	1	705
1924950	1	967
1925369	1	7738
1925485	1	7738
1926076	1	967
1926462	1	3452
1926534	1	7738
1926617	1	3393
1927167	1	3897
1927420	1	3897
1929763	1	3897
1930028	1	3734
1930660	1	7738
1930867	1	7690
1930935	1	3452
1931034	1	967
1931295	1	7743
1931515	1	3731
1932061	1	3897
1932147	1	3897
1932187	1	3731
1932424	1	3731
1932779	1	3731
1932894	1	7743
1932898	1	7743
1932984	1	7743
1933039	1	7743
1933074	1	7743
1933111	1	7743
1933112	1	967
1933169	1	7743
1933177	1	7743
1934222	1	3452
1934597	1	3734
1935075	1	2467
1935506	1	3897
1936126	1	3897
1936909	1	705
1936911	1	3896
1936966	1	3897
1937508	1	854
1937509	1	854
1938903	1	3897
1939154	1	705
1939424	1	3897
1940391	1	3896
1941168	1	3897
1941409	1	705
1941971	1	3897
1942295	1	3408
1942336	1	3897
1943119	1	7743
1943770	1	705
1943921	1	3731
1944110	1	3897
1944130	1	3897
1944599	1	7743
1945591	1	3739
1945906	1	3897
1946056	1	854
1946733	1	854
1946861	1	7672
1947146	1	3897
1947178	1	3704
1948239	1	3704
1948553	1	3731
1950282	1	7741
1950652	1	3897
1951125	1	3897
1951470	1	3739
1951731	1	3731
1951761	1	3897
1951887	1	4188
1952616	1	3897
1952761	1	3897
1953345	1	7719
1953420	1	3897
1954219	1	705
1954529	1	705
1954975	1	2467
1955536	1	3897
1955570	1	3734
1955955	1	3731
1955982	1	3897
1956836	1	2467
1957281	1	3897
1958205	1	967
1959267	1	3897
1959729	1	3897
1960092	1	7719
1961874	1	3896
1962617	1	3897
1962724	1	3897
1962807	1	3897
1962965	1	3704
1963296	1	3897
1963301	1	7538
1963406	1	3897
1963888	1	854
1963914	1	3731
1964760	1	3897
1964903	1	3897
1965168	1	3897
1965229	1	4188
1965253	1	705
1965968	1	3704
1966110	1	3897
1966177	1	3897
1966389	1	3897
1967162	1	3897
1967369	1	3897
1967895	1	705
1967961	1	3393
1968390	1	3731
1968969	1	3897
1969155	1	3897
1969190	1	3897
1969673	1	3897
1969831	1	3897
1969953	1	7725
1971242	1	4188
1971447	1	3897
1971650	1	2760
1971752	1	3731
1972117	1	3897
1973601	1	3734
1973614	1	7719
1974591	1	3897
1974623	1	967
1976060	1	3897
1976353	1	7743
1976446	1	3731
1977109	1	3731
1977469	1	3897
1977563	1	4166
1977761	1	3896
1979369	1	3897
1980427	1	705
1980481	1	7743
1980764	1	3731
1980822	1	3897
1981599	1	3897
1981781	1	3731
1981782	1	3731
1981901	1	3897
1982375	1	854
1983015	1	3897
1983017	1	3897
1983274	1	3393
1983606	1	3897
1983674	1	3739
1984082	1	3897
1984308	1	3897
1984626	1	3704
1984746	1	3897
1984828	1	3731
1985081	1	967
1985423	1	3897
1985867	1	3897
1985913	1	3731
1986175	1	3897
1987058	1	3897
1987374	1	3897
1987704	1	2467
1987875	1	3897
1988092	1	854
1988312	1	4223
1988602	1	3739
1988954	1	2824
1989167	1	4188
1989175	1	705
1989328	1	3739
1989353	1	705
1989794	1	7743
1990619	1	967
1991432	1	3452
1991523	1	4188
1991866	1	3734
1992154	1	3897
1993145	1	3897
1994311	1	3897
1994876	1	3897
1996251	1	3897
1996815	1	3704
1997013	1	3897
1999207	1	3897
1999640	1	3897
2000148	1	967
2000290	1	7749
2000803	1	3897
2000854	1	3897
2000891	1	3897
2001411	1	2957
2001962	1	854
2002086	1	7634
2002453	1	3897
2003091	1	3897
2003439	1	3897
2004631	1	3897
2004750	1	2957
2005844	1	2824
2006667	1	3731
2007579	1	3897
2008063	1	3731
2008120	1	7743
2008897	1	3897
2009322	1	3739
2009670	1	3897
2009708	1	2824
2009945	1	3731
2010630	1	2957
2010722	1	3393
2011756	1	3897
2012170	1	3897
2013595	1	854
2014045	1	2957
2014552	1	3731
2015170	1	3731
2015821	1	3734
2015919	1	7634
2017372	1	3897
2018334	1	3897
2018623	1	3897
2018641	1	2824
2018906	1	3897
2018970	1	854
2019890	1	3897
2020179	1	3897
2020334	1	7752
2021006	1	3992
2021233	1	3731
2021324	1	3897
2022228	1	3897
2022681	1	3897
2022981	1	3731
2023600	1	967
2024778	1	3734
2025888	1	3897
2027322	1	3897
2027621	1	3731
2029146	1	705
2029949	1	3897
2030130	1	3393
2030299	1	3897
2030424	1	3897
2031089	1	7537
2031291	1	2957
2031385	1	3897
2031557	1	3704
2033517	1	705
2033707	1	3897
2034696	1	3731
2034957	1	2824
2035623	1	3452
2035688	1	3731
2035866	1	3897
2035919	1	705
2036162	1	7537
2036437	1	7744
2037119	1	3393
2037501	1	3393
2037760	1	3734
2037799	1	3897
2038079	1	967
2038131	1	967
2038264	1	967
2038551	1	3731
2038967	1	3897
2039338	1	3897
2039805	1	3897
2040202	1	3731
2040360	1	3731
2040656	1	3896
2040934	1	3897
2041313	1	2760
2041386	1	3897
2041499	1	3897
2042689	1	3452
2043113	1	3731
2045154	1	7743
2045885	1	3734
2047042	1	3731
2047549	1	2957
2048505	1	3897
2049334	1	3897
2049444	1	7743
2049448	1	7743
2049834	1	3734
2049846	1	2467
2049887	1	705
2050028	1	3897
2050090	1	3393
2051214	1	7743
2051224	1	7743
2052127	1	3650
2052640	1	3452
2052861	1	4188
2052870	1	2957
2052923	1	7744
2053017	1	3408
2053100	1	3897
2053510	1	3897
2053516	1	854
2054449	1	3897
2054569	1	3897
2054748	1	3897
2054953	1	3897
2055384	1	3731
2055443	1	3896
2055696	1	3897
2055854	1	3897
2055891	1	854
2055996	1	7743
2056178	1	3704
2056379	1	2824
2056446	1	3897
2056591	1	3897
2056597	1	967
2056722	1	4188
2056866	1	3408
2057001	1	3731
2057144	1	3731
2057305	1	3731
2057520	1	3897
2057567	1	3897
2057568	1	3393
2057705	1	7690
2057812	1	4188
2057897	1	3897
2057900	1	3897
2057917	1	3897
2058099	1	3897
2058137	1	3896
2058360	1	705
2058657	1	3428
2058658	1	3428
2058723	1	3897
2059055	1	7738
2059073	1	3704
2059117	1	7738
2059125	1	7738
2059189	1	7738
2059539	1	3897
2059961	1	3897
2060300	1	3897
2060622	1	3452
2060987	1	2824
2061000	1	2824
2061103	1	3393
2062268	1	7672
2062486	1	3897
2063178	1	3896
2063316	1	3897
2063370	1	3897
2063537	1	3897
2063725	1	3897
2064069	1	3940
2064238	1	3897
2066150	1	3897
2067642	1	3897
2067824	1	3452
2068112	1	3897
2068185	1	3393
2068291	1	3897
2069435	1	7685
2069440	1	3739
2072961	1	3897
2078266	1	3897
2078299	1	3897
2078590	1	3897
2078704	1	7746
2078838	1	7719
2079168	1	3897
2079171	1	3897
2079173	1	7690
2079312	1	3897
2079329	1	3731
2079383	1	3408
2079602	1	3704
2079604	1	3704
2079716	1	3896
2079802	1	3704
2079893	1	3452
2079903	1	3897
2079932	1	3897
2080110	1	3393
2080258	1	7743
2080370	1	854
2080448	1	3704
2080513	1	3704
2080681	1	967
2080789	1	3452
2080859	1	3897
2081257	1	3897
2081265	1	3897
2081288	1	3897
2081294	1	3896
2081314	1	3897
2081318	1	3393
2081325	1	3897
2081442	1	3897
2081457	1	3897
2081542	1	3897
2081561	1	3408
2081675	1	3897
2081690	1	7743
2081875	1	2467
2082353	1	3897
2082388	1	3408
2082412	1	3897
2082437	1	705
2082448	1	3897
2082452	1	3897
2082712	1	1571
2082728	1	3897
2082778	1	3897
2082789	1	3897
2082902	1	3897
2082968	1	854
2083003	1	3897
2083010	1	7749
2083029	1	3897
2083085	1	4348
2083287	1	3897
2083716	1	3897
2083748	1	3408
2083963	1	3739
2084086	1	7743
2084132	1	3897
2084294	1	3897
2084335	1	3897
2084340	1	3897
2084400	1	3452
2084553	1	3704
2084777	1	4188
2085004	1	3452
2085163	1	3897
2085164	1	3897
2085261	1	3408
2085398	1	3897
2085621	1	854
2085668	1	3897
2085737	1	2467
2085750	1	854
2085889	1	3897
2085926	1	7741
2086058	1	3897
2086063	1	3897
2086421	1	3897
2086442	1	3897
2086519	1	3452
2086522	1	3704
2086564	1	3897
2086774	1	3897
2087167	1	3897
2087211	1	7663
2087304	1	4348
2087340	1	4348
2087459	1	3990
2087465	1	3897
2087586	1	854
2088045	1	2467
2088394	1	3452
2088471	1	3408
2088481	1	3393
2088486	1	3897
2088501	1	3897
2089118	1	3897
2089449	1	854
2089464	1	3897
2089669	1	3897
2089751	1	3408
2090020	1	3897
2090047	1	3897
2090048	1	3897
2090538	1	3704
2090558	1	3897
2090686	1	967
2090761	1	967
2090928	1	3897
2091158	1	3897
2091189	1	854
2091316	1	3393
2091441	1	3393
2091496	1	7743
2092056	1	3704
2092122	1	3897
2092161	1	3393
2092258	1	3897
2092479	1	7719
2092663	1	4369
2092670	1	3897
2092707	1	2957
2092783	1	7722
2092860	1	3897
2092894	1	967
2092996	1	3897
2093042	1	3897
2093078	1	3897
2093102	1	3897
2093114	1	2467
2093241	1	3897
2093501	1	3897
2093562	1	3897
2093650	1	3897
2093655	1	3393
2093795	1	3897
2094370	1	854
2094420	1	2957
2094441	1	3452
2094460	1	3897
2094518	1	3897
2094544	1	3731
2094705	1	3896
2094734	1	3897
2094925	1	967
2094945	1	3897
2096233	1	3393
2096377	1	2467
2096414	1	3704
2096417	1	2467
2096530	1	854
2097073	1	3393
2097108	1	3897
2097201	1	854
2097382	1	3452
2097453	1	3897
2098158	1	3897
2098196	1	3896
2098216	1	967
2098333	1	967
2098544	1	3897
2098766	1	967
2098889	1	3897
2098958	1	3704
2099363	1	854
2099606	1	967
2099658	1	4188
2099825	1	3897
2100211	1	3897
2100511	1	3992
2100730	1	3731
2100932	1	7744
2100962	1	967
2101059	1	854
2101223	1	3897
2101434	1	3731
2101612	1	705
2101735	1	3897
2102328	1	3897
2102332	1	3897
2102471	1	3897
2102480	1	3393
2102520	1	3897
2102534	1	3897
2102643	1	705
2102715	1	3897
2102787	1	967
2102940	1	7690
2103155	1	7744
2103165	1	3704
2103390	1	3897
2103544	1	3897
2103749	1	2467
2104018	1	3734
2104232	1	3897
2104350	1	967
2104363	1	967
2104451	1	7743
2104460	1	7743
2104934	1	967
2105184	1	3897
2105246	1	967
2105353	1	7743
2105608	1	3897
2105702	1	7685
2105774	1	3897
2105830	1	3408
2105931	1	3897
2106154	1	3897
2106159	1	7725
2106192	1	3734
2106213	1	3704
2106262	1	3704
2106365	1	3897
2106367	1	3897
2106370	1	3897
2106461	1	3445
2106472	1	3897
2106511	1	3897
2106547	1	3897
2106919	1	7743
2106979	1	7744
2107392	1	3393
2107464	1	3897
2107595	1	3897
2108058	1	3734
2108350	1	3897
2108377	1	3393
2108442	1	4348
2108611	1	3704
2108637	1	3897
2108794	1	3897
2108827	1	3897
2109065	1	3897
2109085	1	854
2109092	1	3897
2109175	1	3897
2109255	1	3897
2109847	1	3897
2110572	1	3897
2110573	1	3897
2110629	1	2824
2110634	1	3897
2110726	1	4033
2110733	1	3452
2111186	1	3897
2111333	1	967
2111418	1	3731
2111478	1	4348
2111618	1	3897
2111676	1	3393
2111802	1	705
2111880	1	3393
2111915	1	3897
2111933	1	3896
2112003	1	3452
2112373	1	7672
2112476	1	4348
2112750	1	7722
2113077	1	3897
2113123	1	3897
2113130	1	7634
2113176	1	3897
2113218	1	3897
2113232	1	2467
2114013	1	7725
2114156	1	3897
2114264	1	3897
2114403	1	3452
2114703	1	3734
2114737	1	3445
2114820	1	854
2114917	1	7741
2114967	1	967
2115017	1	7746
2115030	1	3452
2115313	1	3704
2115839	1	3393
2115841	1	3897
2115875	1	854
2115901	1	3897
2115913	1	3897
2116164	1	3897
2116167	1	3897
2116187	1	3897
2116235	1	3739
2116264	1	3897
2116311	1	854
2116318	1	3704
2116524	1	3897
2116721	1	3897
2116743	1	705
2116799	1	3897
2116864	1	2467
2117094	1	3897
2117136	1	2957
2117217	1	3897
2117252	1	967
2117680	1	3731
2117728	1	3393
2118092	1	3897
2118401	1	3897
2118443	1	3897
2118853	1	3704
2120688	1	2617
2120761	1	3408
2120931	1	3704
2120968	1	854
2121276	1	3897
2121321	1	3897
2121371	1	705
2121596	1	3897
2121754	1	3897
2121884	1	967
2121892	1	3897
2121895	1	3897
2122257	1	705
2122298	1	3897
2122512	1	2467
2122583	1	3897
2122744	1	3897
2123150	1	3408
2123277	1	854
2123296	1	3408
2123596	1	3408
2123627	1	3897
2123828	1	3897
2123887	1	3897
2123929	1	705
2124466	1	3731
2124983	1	3897
2125057	1	2824
2125753	1	3393
2125831	1	3897
2125861	1	3734
2126049	1	3992
2126150	1	854
2126218	1	3897
2126228	1	3704
2126261	1	7690
2126292	1	3731
2126686	1	967
2126691	1	3734
2126768	1	3897
2126797	1	3897
2127532	1	3897
2127567	1	3897
2127580	1	3897
2127659	1	3897
2127774	1	7743
2127840	1	3897
2128296	1	2824
2128346	1	3897
2128351	1	967
2128380	1	3897
2128498	1	3393
2128923	1	3897
2129418	1	3897
2129439	1	7634
2130238	1	7743
2130250	1	3897
2130531	1	967
2131134	1	854
2131982	1	7634
2132837	1	854
2132994	1	967
2133895	1	705
2134172	1	7743
2134297	1	3897
2134308	1	3734
2134320	1	3897
2134654	1	3734
2134656	1	3734
2134670	1	3734
2134672	1	3734
2134674	1	3734
2134676	1	3734
2134688	1	3734
2134690	1	3734
2134692	1	3734
2134770	1	3452
2135779	1	3734
2135895	1	854
2136890	1	7634
2136921	1	3734
2137034	1	3897
2137045	1	2824
2137307	1	7746
2137463	1	3393
2137472	1	3393
2137779	1	705
2138172	1	7719
2138175	1	3897
2138334	1	3704
2138509	1	3393
2138536	1	967
2138543	1	3393
2138544	1	854
2138866	1	3897
2139156	1	3731
2139446	1	3216
2139721	1	967
2139803	1	854
2139911	1	3739
2140111	1	967
2140141	1	3393
2140148	1	7672
2140191	1	3452
2140504	1	7741
2140530	1	3897
2140685	1	3897
2140952	1	3393
2141075	1	3897
2141151	1	3704
2141776	1	3393
2141781	1	3731
2141990	1	3897
2142113	1	3897
2142225	1	3216
2142239	1	3897
2142259	1	3897
2142321	1	854
2143065	1	3896
2143092	1	3897
2144138	1	2467
2144877	1	967
2145420	1	3897
2145753	1	3897
2146365	1	7744
2146492	1	3897
2146616	1	3897
2146618	1	3897
2146631	1	3897
2146645	1	3393
2146867	1	3897
2146880	1	967
2146930	1	3897
2147354	1	3897
2147476	1	705
2147569	1	3897
2147584	1	3897
2147677	1	3897
2148436	1	3704
2148531	1	3897
2148597	1	705
2148815	1	3704
2148817	1	3704
2148819	1	3704
2149940	1	3897
2150680	1	7744
2150802	1	3739
2150886	1	2467
2150918	1	3897
2150919	1	967
2150923	1	967
2150975	1	3897
2151131	1	3897
2151144	1	3897
2151172	1	3897
2151298	1	3897
2151361	1	3897
2151837	1	3704
2151937	1	4188
2151945	1	967
2151966	1	4166
2152001	1	7685
2152178	1	3990
2152384	1	2957
2152425	1	2957
2152426	1	2957
2152933	1	3428
2153078	1	3992
2153738	1	3731
2153751	1	3731
2153952	1	705
2154008	1	3393
2154278	1	7672
2155026	1	3897
2155038	1	3897
2155049	1	2467
2155434	1	4188
2155549	1	3393
2155552	1	3393
2155553	1	3393
2155558	1	854
2155599	1	3216
2155604	1	3896
2155632	1	3216
2155684	1	705
2155692	1	3897
2155708	1	3393
2155717	1	3897
2155914	1	2957
2155948	1	3393
2155952	1	3393
2156039	1	2957
2156083	1	3393
2156102	1	3393
2156140	1	3393
2156188	1	3393
2156231	1	3393
2156314	1	3393
2156381	1	3734
2156385	1	3734
2156416	1	3734
2156435	1	3734
2156442	1	3734
2156444	1	3734
2156449	1	3734
2156484	1	3734
2156492	1	3734
2156504	1	3734
2156513	1	3734
2156514	1	3734
2156516	1	3734
2156520	1	3734
2156524	1	3734
2156525	1	3734
2156529	1	3734
2156537	1	3734
2156548	1	3734
2156549	1	3734
2156560	1	3734
2156569	1	3734
2156570	1	3734,3734
2156576	1	3734
2156586	1	3734
2156599	1	3734
2156600	1	3734
2157259	1	3393
2157260	1	3393
2157261	1	3393
2157289	1	3734
2157363	1	3393
2157366	1	3393
2157548	1	7663
2157554	1	7672
2157785	1	3734
2157789	1	3734
2157791	1	3734
2157867	1	4310
2157872	1	3734
2157873	1	3734
2157881	1	3734
2157980	1	3734
2158287	1	2957
2158293	1	2957
2158304	1	3216
2158329	1	4188
2158375	1	3897
2158377	1	3897
2158826	1	3897
2158843	1	3897
2158867	1	3897
2158907	1	7672
2158911	1	3216
2158935	1	7743
2158995	1	7725
2159215	1	3897
2159217	1	3897
2159269	1	3897
2159335	1	967
2159338	1	3393
2160302	1	705
2160620	1	3897
2160621	1	3896
2160633	1	3897
2161090	1	3393
2161110	1	3704
2161816	1	3897
2161820	1	3896
2161840	1	3897
2162125	1	854
2162155	1	3897
2162197	1	7743
2162207	1	7741
2162339	1	7741
2162673	1	3408
2162753	1	3896
2163014	1	3731
2163119	1	3731
2163142	1	3393
2163146	1	3897
2163239	1	3897
2163381	1	3897
2163453	1	3897
2164196	1	3897
2164200	1	3897
2164286	1	3897
2164388	1	7738
2164544	1	3897
2164796	1	3897
2164816	1	3897
2164985	1	3897
2165175	1	3897
2165345	1	3897
2165595	1	3897
2165686	1	3452
2165907	1	3897
2165929	1	7738
2165977	1	3897
2165997	1	3897
2166162	1	3452
2166281	1	3897
2166338	1	3897
2166356	1	7685
2166446	1	967
2166510	1	7738
2166562	1	7738
2166682	1	3897
2166869	1	3897
2167057	1	705
2167108	1	854
2168190	1	3452
2168596	1	3897
2168932	1	3897
2169042	1	705
2169350	1	2467
2169373	1	7722
2169440	1	7738
2169532	1	967
2169712	1	3897
2169720	1	3897
2170072	1	3739
2171051	1	3897
2171176	1	4188
2171636	1	7738
2171798	1	705
2171830	1	2467
2172317	1	854
2172352	1	2957
2172543	1	3897
2173119	1	7719
2173139	1	3897
2173495	1	3897
2173676	1	7749
2173756	1	3897
2173774	1	705
2174473	1	967
2174511	1	7672
2174599	1	3452
2174924	1	705
2175449	1	3897
2175467	1	854
2175753	1	3731
2175947	1	3731
2175967	1	3897
2176047	1	3897
2176259	1	3897
2176481	1	967
2176483	1	967
2176498	1	3731
2176585	1	3897
2176767	1	3897
2177567	1	3731
2177899	1	3897
2177962	1	3897
2178077	1	3731
2178309	1	3897
2178338	1	3897
2178563	1	854
2178929	1	3731
2178951	1	3731
2179309	1	4188
2179532	1	705
2179721	1	3731
2180101	1	3897
2180430	1	3896
2180558	1	7738
2180763	1	3897
2181057	1	3897
2181119	1	2467
2183264	1	5625
2183617	1	3452
2183955	1	3739
2184087	1	3897
2184557	1	3897
2185058	1	3897
2185437	1	3704
2185438	1	2098
2185539	1	3731
2185599	1	705
2185771	1	3897
2185797	1	3731
2185938	1	7741
2186038	1	3731
2186345	1	3731
2186728	1	7741
2186735	1	3897
2186870	1	3897
2186937	1	3739
2187415	1	3731
2187714	1	3452
2187721	1	3897
2187747	1	3897
2187750	1	3897
2188325	1	3897
2188561	1	3897
2188670	1	3897
2188688	1	3897
2188733	1	3897
2189028	1	3897
2189647	1	3897
2189681	1	3731
2190013	1	3393
2190063	1	3897
2190284	1	3897
2190560	1	3897
2190627	1	3897
2190935	1	3731
2191502	1	3897
2191628	1	3897
2191720	1	2467
2191930	1	705
2191933	1	3897
2192012	1	3992
2192174	1	854
2192193	1	7725
2192323	1	7685
2192454	1	705
2192547	1	3897
2192756	1	3897
2192806	1	3897
2193049	1	3452
2193059	1	3704
2193197	1	2957
2193203	1	7743
2193237	1	3452
2193330	1	3897
2193437	1	3393
2193516	1	3992
2193853	1	4166
2194059	1	3940
2194224	1	3734
2195008	1	3897
2195084	1	2957
2195520	1	3897
2195525	1	3897
2195556	1	3897
2195593	1	3897
2195599	1	7744
2195641	1	967
2195709	1	4310
2195892	1	3897
2195987	1	3897
2196077	1	3897
2196096	1	7743
2196321	1	3897
2196572	1	3731
2196864	1	3408
2196926	1	3731
2197124	1	1571
2197182	1	3408
2197353	1	3897
2197641	1	3393
2197701	1	7744
2197733	1	3897
2197751	1	7744
2199218	1	3897
2199310	1	3408
2199719	1	3393
2199742	1	967
2199754	1	3408
2199845	1	854
2199936	1	3897
2199997	1	3897
2200072	1	3897
2200094	1	3897
2200132	1	967
2200140	1	3897
2200186	1	2467
2200343	1	3897
2200375	1	2824
2200405	1	3897
2200596	1	7744
2200749	1	3896
2200936	1	3897
2201235	1	3428
2201249	1	3897
2201446	1	3897
2201555	1	3897
2201674	1	3452
2201932	1	3731
2201978	1	854
2202432	1	3731
2202433	1	3897
2202509	1	3897
2202721	1	967
2202737	1	3896
2203061	1	3739
2203157	1	3393
2203170	1	3731
2203441	1	7738
2203578	1	3897
2203857	1	3897
2203947	1	7738
2204051	1	3408
2204225	1	3897
2204270	1	3897
2204342	1	3734
2204431	1	3704
2204529	1	3897
2204617	1	3897
2204682	1	705
2204979	1	2957
2205117	1	3897
2205293	1	3896
2205340	1	3452
2205532	1	3897
2205581	1	3897
2206644	1	854
2206703	1	967
2207017	1	3992
2207027	1	3897
2207130	1	3704
2207202	1	3897
2207293	1	3704
2207742	1	3897
2207747	1	2467
2207818	1	3704
2207819	1	3897
2207969	1	3897
2208067	1	3897
2208164	1	7738
2208336	1	3897
2208343	1	7741
2208361	1	3897
2208545	1	3731
2208596	1	3731
2208787	1	3897
2208803	1	3739
2208941	1	3897
2208981	1	967
2209293	1	3897
2209390	1	3897
2210502	1	3897
2210568	1	7634
2210595	1	3897
2210626	1	3897
2210633	1	3896
2210784	1	3897
2210788	1	3897
2211094	1	7722
2211185	1	854
2211253	1	3897
2211284	1	3897
2211338	1	3897
2211508	1	7713
2211603	1	967
2211650	1	3408
2211777	1	3734
2211803	1	7634
2212043	1	3897
2212102	1	3897
2212288	1	3897
2212364	1	3408
2212546	1	3734
2212602	1	967
2212652	1	3897
2212727	1	705
2212741	1	3393
2213073	1	3408
2213076	1	3897
2213323	1	3897
2213538	1	3731
2213548	1	3408
2213745	1	3897
2213820	1	3897
2213836	1	705
2214070	1	3897
2214083	1	3897
2214138	1	967
2214167	1	854
2214195	1	3897
2214216	1	7615
2214231	1	3897
2214403	1	7743
2214653	1	3704
2214861	1	3734
2214914	1	3897
2214934	1	3408
2215003	1	967
2215035	1	3408
2215042	1	3897
2215048	1	3897
2215072	1	3897
2215497	1	854
2215540	1	3897
2215568	1	3897
2215707	1	705
2215738	1	3897
2215747	1	2467
2215751	1	3897
2215784	1	3897
2215917	1	3897
2216091	1	3897
2216133	1	3897
2216141	1	3897
2216271	1	3731
2216364	1	3452
2216431	1	3897
2216518	1	3897
2216639	1	3897
2216723	1	3897
2216785	1	3897
2216801	1	3897
2216841	1	2957
2216933	1	3408
2217477	1	3731
2218361	1	854
2218419	1	3897
2218454	1	967
2218462	1	3393
2218470	1	3704
2218585	1	3897
2218611	1	3897
2218623	1	4166
2218950	1	3393
2219056	1	3897
2219069	1	3897
2219218	1	3897
2219320	1	3734
2219338	1	3739
2219645	1	705
2219714	1	3897
2219851	1	967
2219880	1	3897
2220038	1	7672
2220147	1	7690
2220155	1	2957
2220185	1	3897
2220425	1	967
2220468	1	967
2220529	1	967
2220569	1	967
2220586	1	967
2220688	1	3704
2220775	1	4188
2220778	1	967
2220885	1	3897
2220893	1	3393
2220908	1	3408
2220951	1	3897
2221194	1	3897
2221314	1	3897
2221315	1	854
2221411	1	3897
2221501	1	2957
2221556	1	3897
2221637	1	854
2221959	1	3393
2222002	1	3897
2222160	1	2824
2222217	1	854
2222528	1	3897
2222600	1	3704
2222788	1	3897
2222882	1	7738
2222949	1	3897
2222974	1	3897
2223113	1	3408
2223161	1	3408
2223181	1	3897
2223231	1	3897
2223348	1	705
2223368	1	3897
2223398	1	3452
2223519	1	3897
2223801	1	3897
2224066	1	7743
2224482	1	3897
2224615	1	3897
2224644	1	3734
2224694	1	3897
2224777	1	7743
2224793	1	705
2225103	1	854
2225132	1	3897
2225136	1	705
2225166	1	3897
2225170	1	3897
2225198	1	3897
2225203	1	3897
2225277	1	3897
2225343	1	3897
2225360	1	3897
2225391	1	3897
2225455	1	3897
2225476	1	3897
2225480	1	854
2225496	1	2824
2225503	1	3897
2225555	1	3897
2225570	1	7672
2225752	1	3704
2226089	1	3731
2226166	1	3897
2226431	1	3897
2226494	1	3897
2227004	1	854
2227035	1	3897
2227168	1	3897
2227244	1	967
2227269	1	3897
2227323	1	3897
2227367	1	3897
2227571	1	3897
2227671	1	7690
2227931	1	3897
2227940	1	2824
2228311	1	3452
2228811	1	854
2228980	1	967
2229079	1	3704
2229154	1	967
2229450	1	3897
2229662	1	3897
2229751	1	3897
2229882	1	3731
2229956	1	3897
2230000	1	3897
2230040	1	3897
2230305	1	3992
2230330	1	3704
2230352	1	3897
2230447	1	967
2230540	1	3897
2230620	1	3731
2230871	1	7738
2230874	1	3897
2230904	1	7738
2230943	1	7738
2231145	1	3897
2231275	1	3704
2231443	1	3408
2231572	1	3897
2231579	1	3897
2231690	1	3897
2232012	1	4166
2232224	1	3897
2232250	1	3897
2232323	1	3897
2232433	1	7743
2232771	1	854
2232815	1	3393
2232905	1	4310
2232985	1	3897
2233022	1	3897
2233093	1	3897
2233157	1	3897
2233287	1	3897
2233355	1	854
2233483	1	3897
2233623	1	3897
2233708	1	3393
2233983	1	3897
2234075	1	705
2234341	1	705
2234389	1	7743
2234402	1	3897
2234443	1	3992
2234904	1	3897
2235034	1	7634
2235236	1	3897
2235302	1	3897
2235358	1	854
2235369	1	2957
2235438	1	7719
2235526	1	2824
2235547	1	3393
2235692	1	3393
2235918	1	7719
2235946	1	2098
2236615	1	2824
2236672	1	854
2236750	1	854
2236829	1	7690
2236909	1	4188
2236962	1	967
2236969	1	3897
2237020	1	3452
2237021	1	967
2237100	1	3704
2237135	1	705
2237189	1	967
2237211	1	3393
2237250	1	3897
2237279	1	3897
2237425	1	3897
2237488	1	967
2237510	1	2467
2237586	1	7634
2237594	1	3897
2237714	1	3897
2237730	1	7744
2237929	1	3897
2238153	1	7743
2238303	1	7743
2238361	1	3897
2239351	1	7750
2239443	1	3897
2240091	1	705
2240299	1	3897
2241259	1	967
2241274	1	7738
2241395	1	7738
2241416	1	3897
2241562	1	3452
2241766	1	3897
2241901	1	7738
2242001	1	7738
2242090	1	3897
2242679	1	967
2242987	1	705
2243063	1	3897
2243102	1	705
2243275	1	3452
2243296	1	3393
2243317	1	3897
2243544	1	7744
2243648	1	3897
2243676	1	3897
2243953	1	3897
2243980	1	3731
2244102	1	3897
2244181	1	3897
2244201	1	7738
2244554	1	2957
2244594	1	3897
2244658	1	3897
2244706	1	967
2244708	1	3731
2244713	1	967
2244776	1	3897
2244782	1	3897
2245987	1	854
2246180	1	3731
2246686	1	3897
2247216	1	3897
2247538	1	3897
2247570	1	4223
2247934	1	3731
2248058	1	3408
2248099	1	3897
2248130	1	3897
2248191	1	3731
2248195	1	3731
2248209	1	3393
2248485	1	7738
2248535	1	7738
2248605	1	2957
2248635	1	7738
2248677	1	7738
2249234	1	2098
2249382	1	3897
2249530	1	7741
2250400	1	3731
2250429	1	3452
2250497	1	3897
2251001	1	3393
2251286	1	3393
2251344	1	3897
2251526	1	7738
2251647	1	3731
2251680	1	7738
2251830	1	7738
2251890	1	3897
2252177	1	3897
2252218	1	7738
2252784	1	3897
2252939	1	3897
2253313	1	3731
2253428	1	3731
2253463	1	7738
2253481	1	7738
2253493	1	7738
2253526	1	7738
2253673	1	7738
2253739	1	7738
2253822	1	7738
2253990	1	3897
2254521	1	7738
2254544	1	7738
2254561	1	7738
2254652	1	7738
