PUBCHEM_CID	DISTINCT_EXP_COUNT	EIDS
54667118	2	4863,7521
54667120	2	4863,7521
54667121	2	4863,7521
54667123	2	4863,7521
54667124	2	4863,7521
54667127	2	4863,7521
54666172	2	4863,7521
54666173	2	4863,7521
54666191	2	4863,7521
54666192	2	4863,7521
54666194	2	4863,7521
54666196	2	4863,4864
54666204	2	4863,7521
54666205	2	4863,7521
54666206	2	4863,7521
54666207	2	4863,7521
54666208	2	4863,4864
54666210	2	4864,7521
54666211	2	4863,7521
54666224	2	4863,7521
54666225	2	4863,7521
54666226	2	4863,7521
54666235	2	4863,7521
54666250	2	4863,7521
54666251	2	4863,7521
54666257	2	4863,7521
54666264	2	4863,7521
54666265	2	4863,7521
54666268	2	4863,7521
54666270	2	4863,4864
54666271	2	4863,7521
54666275	2	4863,7521
54666278	2	4863,7521
54666280	2	4863,7521
54666281	2	4863,7521
54666287	2	4863,7521
54666291	2	4863,7521
54666294	2	4863,7521
54666295	2	4863,7521
54666296	2	4863,7521
54666301	2	4863,7521
54666308	2	4863,7521
54666317	2	4863,7521
54666318	2	4864,7521
54666319	2	4863,7521
54666330	2	4863,7521
54666331	2	4863,7521
54666333	2	4863,7521
54666334	2	4863,7521
54666341	2	4863,7521
54666342	2	4863,7521
54666345	2	4863,7521
54666347	2	4863,7521
54666349	2	4863,7521
54666352	2	4863,7521
54666363	2	4863,4864
54666375	2	4863,7521
54666393	2	4863,7521
54666416	2	4863,7521
54666421	2	4863,7521
54666423	2	4863,7521
54666427	2	4863,7521
54666430	2	4863,7521
54666457	2	4863,7521
54666467	2	4863,7521
54666493	2	4863,7521
54666500	2	7521,8081,8081
54666504	2	4863,7521
54666521	2	4863,7521
54666522	2	4863,7521
54665841	2	4863,7521
54665848	2	4863,7521
54665849	2	4863,7521
54665851	2	4863,7521
54665861	2	4864,7521
54665866	2	4863,7521
54665875	2	4863,7521
54665877	2	4863,7521
54665878	2	4863,4864
54665898	2	4863,7521
54665899	2	4863,7521
54665900	2	4863,7521
54665902	2	4863,7521
54665939	2	4863,7521
54665949	2	4863,7521
54665961	2	4863,7521
54665962	2	4863,7521
54665963	2	4863,7521
54665970	2	4863,7521
54665979	2	4863,7521
54665981	2	4863,7521
54665982	2	4863,7521
54665992	2	4863,7521
54665995	2	4863,7521
54666006	2	4863,7521
54666039	2	4864,7521
54666041	2	4863,7521
54666051	2	4863,7521
54666055	2	4863,7521
54666057	2	4863,7521
54666058	2	4863,7521
54666061	2	4863,4864
54666068	2	4863,7521
54666069	2	4863,4864
54666071	2	4863,7521
54666072	2	4863,4864
54666076	2	4863,4864
54666079	2	4863,7521
54666080	2	4863,7521
54666081	2	4863,7521
54666082	2	4863,7521
54666084	2	4863,7521
54666087	2	4863,7521
54666088	2	4863,7521
54666089	2	4863,7521
54666106	2	4863,7521
54666113	2	4863,4864
54666117	2	4863,7521
54666118	2	4863,7521
54666119	2	4863,7521
54666120	2	4863,7521
54666123	2	4863,7521
54666125	2	4863,7521
54666129	2	4863,7521
54666130	2	4863,4864
54666142	2	4863,7521
54666143	2	4863,7521
54666144	2	4863,4864
54666146	2	4863,7521
54666147	2	4863,7521
54666152	2	4863,7521
54666153	2	4863,7521
54666164	2	4863,4864
54666170	2	4863,7521
54664761	2	4863,7521
54664790	2	4863,4864
54664827	2	4863,7521
54664828	2	4863,7521
54664829	2	4863,7521
54664852	2	4863,7521
54664856	2	4863,4864
54664864	2	4863,7521
54664882	2	4863,7521
54665002	2	4863,7521
54665055	2	4863,7521
54665056	2	4863,7521
54665082	2	4863,7521
54665085	2	4863,7521
54665088	2	4863,7521
54665089	2	4863,7521
54665106	2	4863,7521
54665107	2	4863,7521
54665134	2	4863,7521
54665147	2	4863,7521
54665164	2	4863,7521
54665220	2	4863,7521
54665260	2	4863,7521
54665362	2	4863,7521
54665382	2	4863,7521
54665385	2	4863,7521
54665386	2	4863,7521
54665388	2	4863,7521
54665405	2	4863,7521
54665421	2	4863,7521
54665502	2	4863,7521
54665504	2	4863,7521
54665718	2	4863,7521
54665722	2	4863,7521
54665742	2	4863,7521
54665745	2	4863,7521
54665748	2	4863,7521
54665749	2	4863,7521
54665763	2	4863,7521
54665764	2	4863,7521
54665765	2	4863,7521
54665767	2	4863,7521
54665770	2	4863,7521
54665777	2	4863,7521
54665778	2	4863,7521
54665779	2	4863,7521
54665781	2	4863,7521
54665782	2	4863,7521
54665787	2	4863,7521
54665788	2	4863,7521
54665789	2	4863,7521
54665790	2	4863,7521
54665809	2	4863,7521
54665810	2	4863,7521
54665813	2	4863,4864
54665814	2	4863,7521
54665815	2	4863,7521
54665822	2	4863,7521
54665826	2	4863,7521
54665827	2	4863,7521
54665830	2	4863,7521
54665834	2	4863,7521
54665835	2	4863,7521
54665837	2	4863,7521
54658175	2	4863,7521
54658301	2	4863,7521
54658437	2	4863,7521
54658438	2	4863,7521
54658439	2	4863,7521
54658440	2	4863,7521
54658441	2	4863,7521
54658443	2	4863,7521
54658444	2	4863,7521
54658445	2	4863,7521
54658446	2	4863,7521
54658466	2	4863,7521
54658467	2	4863,7521
54658468	2	4863,7521
54658470	2	4863,7521
54658498	2	4863,7521
54658503	2	4863,7521
54658520	2	4863,7521
54658582	2	4863,7521
54658687	2	4863,7521
54658688	2	4863,7521
54658690	2	4863,7521
54658692	2	4863,7521
54658693	2	4863,7521
54659332	2	4863,7521
54659597	2	4863,7521
54659601	2	4863,7521
54659822	2	4863,7521
54659933	2	4863,7521
54660004	2	4863,7521
54660032	2	4863,7521
54660049	2	4863,7521
54660155	2	4863,7521
54660156	2	4863,7521
54660158	2	4863,7521
54660311	2	4864,7521
54660315	2	4863,7521
54660316	2	4864,7521
54660317	2	4863,7521
54660401	2	4863,7521
54660404	2	4863,7521
54660418	2	4863,7521
54660419	2	4863,7521
54660442	2	4863,7521
54660444	2	4864,7521
54660445	2	4864,7521
54660448	2	4863,7521
54660547	2	4863,7521
54660853	2	4863,7521
54661056	2	4863,7521
54661165	2	4863,7521
54661264	2	4863,7521
54661341	2	4863,7521
54662328	2	4863,7521
54662451	2	4863,7521
54662493	2	4863,7521
54662641	2	4863,7521
54662727	2	4863,7521
54662799	2	4863,7521
54662873	2	4863,7521
54663764	2	4863,7521
54664279	2	4863,7521
54664419	2	4863,7521
54664575	2	4863,7521
54652052	2	4863,7521
54652070	2	4863,7521
54652076	2	4863,7521
54652105	2	4863,7521
54652244	2	4863,7521
54652412	2	4863,7521
54652677	2	4863,7521
54652950	2	4863,7521
54652953	2	4863,7521
54653518	2	4863,7521
54653520	2	4863,7521
54653743	2	4863,7521
54653804	2	4863,7521
54653839	2	4863,7521
54653840	2	4863,7521
54653936	2	4863,7521
54653938	2	4863,7521
54654188	2	4863,7521
54654197	2	4863,7521
54654290	2	4863,7521
54654291	2	4863,7521
54654325	2	4863,7521
54654327	2	4863,7521
54654330	2	4863,7521
54654331	2	4863,7521
54654334	2	4863,7521
54654335	2	4863,7521
54654336	2	4863,7521
54654337	2	4863,7521
54654613	2	4863,7521
54654614	2	4863,7521
54654617	2	4863,7521
54654618	2	4863,7521
54654874	2	4863,7521
54654980	2	4863,7521
54655160	2	4863,7521
54655449	2	4863,7521
54655454	2	4863,7521
54655473	2	4863,7521
54655630	2	4863,7521
54655943	2	4863,7521
54655946	2	4863,7521
54656468	2	4863,7521
54656522	2	4863,7521
54656688	2	4863,7521
54656778	2	4863,7521
54657455	2	4863,7521
54657513	2	4863,7521
54657539	2	4863,7521
54657604	2	4863,7521
54657605	2	4863,7521
54657606	2	4863,7521
54657608	2	4863,7521
54657746	2	4863,7521
54657747	2	4863,7521
54657750	2	4863,7521
54657898	2	4863,7521
54657983	2	4863,7521
54657985	2	4863,7521
54658133	2	4863,7521
54658137	2	4863,7521
54658169	2	4863,7521
54658172	2	4863,7521
54658174	2	4863,7521
54650843	2	4863,7521
54650850	2	4863,7521
54650851	2	4863,7521
54650852	2	4863,7521
54650856	2	4863,4864
54650857	2	4864,7521
54650861	2	4863,7521
54650869	2	4863,7521
54650873	2	4863,7521
54650874	2	4863,7521
54650890	2	4863,4864
54650897	2	4863,7521
54650910	2	4864,7521
54650913	2	4863,7521
54650918	2	4863,7521
54650919	2	4863,7521
54650921	2	4863,7521
54650926	2	4863,7521
54650944	2	4863,7521
54650950	2	4863,7521
54650951	2	4863,7521
54650952	2	4863,7521
54650954	2	4863,7521
54650956	2	4863,7521
54650957	2	4863,7521
54650958	2	4863,7521
54650969	2	4863,7521
54650990	2	4863,7521
54650992	2	4863,4864
54651006	2	4863,7521
54651007	2	4863,7521
54651049	2	4863,7521
54651053	2	4863,7521
54651056	2	4863,7521
54651059	2	4863,7521
54651070	2	4863,4864
54651074	2	4863,4864
54651076	2	4863,7521
54651078	2	4863,7521
54651079	2	4863,7521
54651083	2	4863,7521
54651087	2	4863,7521
54651094	2	4863,7521
54651097	2	4863,7521
54651105	2	4863,7521
54651110	2	4863,7521
54651130	2	4863,7521
54651144	2	4863,7521
54651149	2	4863,7521
54651150	2	4863,7521
54651155	2	4864,7521
54651164	2	4863,7521
54651165	2	4863,7521
54651166	2	4863,7521
54651168	2	4863,7521
54651172	2	4863,7521
54651528	2	4863,7521
54651539	2	4863,7521
54651649	2	4863,7521
54651731	2	4863,7521
54651741	2	4863,7521
54651996	2	4863,7521
54652028	2	4863,7521
54652037	2	4863,7521
54650320	2	4863,7521
54650321	2	4863,7521
54650323	2	4863,7521
54650330	2	4864,7521
54650355	2	4863,7521
54650357	2	4863,7521
54650363	2	4863,7521
54650364	2	4864,7521
54650380	2	4863,7521
54650382	2	4863,4864
54650401	2	4863,7521
54650406	2	4863,7521
54650410	2	4863,7521
54650414	2	4863,7521
54650470	2	4863,7521
54650489	2	4863,4864
54650491	2	4863,7521
54650492	2	4863,7521
54650512	2	4863,7521
54650530	2	4863,7521
54650532	2	4863,7521
54650542	2	4863,7521
54650543	2	4863,7521
54650547	2	4863,7521
54650574	2	4863,7521
54650585	2	4863,7521
54650587	2	4863,7521
54650588	2	4863,7521
54650589	2	4863,7521
54650590	2	4863,7521
54650597	2	4863,4864
54650598	2	4863,7521
54650636	2	4863,7521
54650640	2	4863,7521
54650650	2	4863,4864
54650659	2	4863,7521
54650676	2	4863,7521
54650677	2	4863,7521
54650693	2	4863,7521
54650717	2	4863,7521
54650720	2	4863,4864
54650722	2	4863,7521
54650723	2	4864,7521
54650754	2	4863,7521
54650755	2	4864,7521
54650757	2	4864,7521
54650758	2	4863,7521
54650759	2	4863,7521
54650768	2	4863,7521
54650771	2	4863,7521
54650773	2	4863,7521
54650777	2	4863,7521
54650778	2	4863,7521
54650789	2	4863,7521
54650792	2	4863,7521
54650800	2	4863,7521
54650808	2	4863,7521
54650809	2	4863,7521
54650813	2	4863,7521
54650819	2	4863,7521
54650823	2	4863,7521
54650834	2	4863,7521
54650837	2	4863,7521
54650838	2	4863,7521
54648408	2	4864,7521
54648992	2	4863,7521
54649034	2	4863,7521
54649037	2	4863,7521
54649039	2	4863,7521
54649086	2	4863,7521
54649192	2	4863,7521
54649196	2	4863,7521
54649201	2	4863,7521
54649225	2	4863,7521
54649239	2	4863,7521
54649240	2	4863,7521
54649243	2	4863,7521
54649244	2	4863,7521
54649260	2	4863,7521
54649315	2	4863,7521
54649364	2	4863,7521
54649384	2	4863,4864
54649400	2	4863,7521
54649414	2	4863,7521
54649452	2	4863,7521
54649457	2	4863,7521
54649904	2	4863,7521
54649912	2	4863,7521
54649947	2	4863,7521
54649956	2	4863,7521
54649967	2	4863,7521
54649968	2	4863,7521
54649981	2	4863,7521
54649983	2	4863,7521
54649996	2	4863,7521
54650006	2	4863,7521
54650011	2	4863,7521
54650081	2	4863,7521
54650097	2	4863,4864
54650112	2	4863,7521
54650125	2	4863,4864
54650150	2	4863,7521
54650153	2	4863,7521
54650178	2	4863,7521
54650185	2	4863,7521
54650189	2	4863,7521
54650197	2	4863,7521
54650199	2	4864,7521
54650201	2	4863,7521
54650203	2	4863,7521
54650224	2	4863,7521
54650225	2	4863,7521
54650226	2	4863,7521
54650249	2	4863,7521
54650250	2	4863,7521
54650257	2	4863,7521
54650261	2	4863,4864
54650263	2	4863,4864
54650271	2	4863,4864
54650272	2	4863,7521
54650273	2	4864,7521
54650277	2	4863,7521
54650285	2	4864,7521
54650286	2	4864,7521
54650288	2	4863,7521
54650292	2	4863,7521
54650317	2	4863,7521
54650319	2	4863,7521
54636071	2	4863,7521
54636304	2	4863,7521
54636352	2	4863,7521
54636411	2	4863,7521
54636415	2	4863,7521
54636416	2	4863,7521
54636417	2	4863,7521
54636454	2	4863,7521
54636544	2	4863,7521
54636650	2	4863,7521
54637661	2	4863,7521
54637663	2	4863,7521
54637719	2	4863,7521
54637720	2	4863,7521
54637740	2	4863,7521
54637741	2	4863,7521
54637743	2	4863,7521
54637745	2	4863,7521
54637934	2	4863,7521
54637996	2	4863,7521
54638027	2	4863,7521
54638124	2	4863,4864
54638126	2	4863,7521
54638547	2	4863,7521
54639183	2	4863,7521
54640308	2	4863,7521
54640312	2	4863,7521
54640439	2	4863,7521
54641716	2	4863,7521
54642786	2	4863,7521
54642974	2	4863,7521
54642976	2	4863,7521
54642978	2	4863,7521
54643281	2	4863,7521
54643505	2	4863,7521
54645832	2	4864,7521
54645834	2	4863,7521
54645835	2	4863,7521
54645913	2	4863,7521
54645914	2	4863,7521
54645920	2	4863,7521
54645967	2	4863,7521
54645968	2	4863,7521
54645969	2	4863,7521
54645989	2	4863,7521
54646269	2	4863,7521
54646271	2	4863,7521
54646274	2	4863,7521
54646275	2	4863,7521
54646310	2	4863,7521
54646519	2	4863,7521
54646521	2	4863,7521
54646539	2	4863,7521
54646690	2	4863,7521
54646693	2	4863,7521
54646720	2	4863,7521
54646726	2	4863,7521
54647403	2	4863,7521
54647440	2	4863,7521
54647442	2	4863,7521
54647575	2	4863,7521
54647576	2	4863,7521
54647747	2	4863,7521
54648360	2	4863,7521
54630961	2	4863,7521
54630962	2	4863,7521
54630963	2	4863,7521
54630964	2	4863,7521
54630965	2	4863,7521
54630966	2	4863,7521
54630967	2	4863,7521
54630968	2	4863,7521
54630970	2	4863,7521
54630978	2	4863,7521
54630979	2	4863,7521
54630981	2	4863,7521
54630984	2	4863,7521
54631000	2	4864,7521
54631010	2	4863,7521
54631019	2	4863,7521
54631027	2	4863,7521
54631028	2	4863,7521
54631032	2	4863,7521
54631040	2	4863,7521
54631041	2	4863,7521
54631059	2	4863,7521
54631060	2	4863,7521
54631061	2	4863,7521
54631062	2	4863,7521
54631065	2	4863,7521
54631115	2	4863,7521
54631142	2	4863,7521
54631143	2	4863,7521
54631146	2	4863,7521
54631151	2	4863,7521
54631153	2	4863,7521
54631164	2	4863,4864
54631178	2	4863,7521
54631195	2	4863,4864
54631196	2	4863,4864
54631198	2	4863,4864
54631199	2	4864,7521
54631215	2	4863,7521
54631217	2	4864,7521
54631238	2	4863,7521
54631241	2	4863,7521
54631242	2	4864,7521
54631244	2	4864,7521
54631247	2	4863,4864
54631255	2	4863,7521
54631259	2	4863,7521
54631260	2	4863,7521
54631623	2	4863,7521
54631698	2	4863,7521
54631709	2	4863,7521
54631832	2	4863,7521
54632232	2	4863,7521
54632266	2	4863,7521
54632333	2	4863,4864
54632390	2	4863,7521
54633071	2	4863,7521
54633507	2	4863,7521
54633509	2	4863,7521
54633510	2	4863,7521
54633511	2	4863,7521
54634149	2	4863,7521
54634501	2	4863,7521
54635758	2	4863,7521
54629925	2	4863,7521
54629929	2	4863,7521
54629930	2	4863,7521
54629936	2	4863,7521
54629941	2	4863,7521
54629966	2	4863,7521
54630007	2	4863,7521
54630018	2	4863,7521
54630020	2	4863,7521
54630031	2	4863,7521
54630032	2	4863,7521
54630033	2	4863,7521
54630034	2	4863,7521
54630057	2	4863,7521
54630102	2	4864,7521
54630107	2	4863,7521
54630124	2	4863,7521
54630126	2	4863,7521
54630127	2	4863,7521
54630162	2	4863,7521
54630163	2	4863,7521
54630164	2	4863,7521
54630165	2	4863,7521
54630166	2	4863,7521
54630167	2	4863,7521
54630177	2	4863,7521
54630179	2	4864,7521
54630182	2	4863,7521
54630192	2	4863,7521
54630251	2	4863,7521
54630253	2	4863,7521
54630255	2	4863,7521
54630262	2	4863,4864
54630268	2	4863,7521
54630271	2	4863,7521
54630272	2	4863,7521
54630274	2	4863,7521
54630276	2	4863,7521
54630295	2	4863,7521
54630296	2	4863,7521
54630298	2	4863,7521
54630301	2	4863,7521
54630318	2	4863,7521
54630320	2	4863,7521
54630402	2	4863,7521
54630404	2	4863,7521
54630405	2	4863,7521
54630407	2	4863,7521
54630409	2	4863,7521
54630413	2	4863,7521
54630469	2	4863,7521
54630541	2	4863,7521
54630542	2	4863,7521
54630664	2	4863,7521
54630665	2	4863,7521
54630666	2	4863,7521
54630768	2	4863,4864
54630806	2	4863,7521
54630866	2	4863,7521
54630867	2	4863,7521
54630868	2	4863,7521
54630949	2	4863,7521
54630959	2	4863,7521
54630960	2	4863,7521
54629241	2	4863,7521
54629243	2	4863,7521
54629244	2	4863,7521
54629245	2	4863,7521
54629246	2	4863,7521
54629272	2	4863,7521
54629276	2	4863,7521
54629282	2	4863,7521
54629328	2	4863,7521
54629338	2	4863,7521
54629339	2	4863,7521
54629340	2	4863,7521
54629341	2	4863,7521
54629342	2	4863,7521
54629343	2	4863,7521
54629421	2	4863,7521
54629432	2	4864,7521
54629452	2	4863,7521
54629455	2	4863,7521
54629456	2	4863,7521
54629457	2	4863,7521
54629458	2	4863,7521
54629459	2	4863,7521
54629468	2	4863,7521
54629470	2	4863,7521
54629471	2	4863,7521
54629475	2	4863,7521
54629477	2	4863,7521
54629478	2	4863,7521
54629479	2	4863,7521
54629520	2	4863,7521
54629522	2	4863,7521
54629524	2	4863,7521
54629560	2	4863,7521
54629609	2	4863,7521
54629629	2	4863,7521
54629630	2	4863,7521
54629632	2	4863,7521
54629662	2	4864,7521
54629666	2	4863,7521
54629668	2	4863,7521
54629670	2	4863,7521
54629671	2	4864,7521
54629672	2	4863,7521
54629673	2	4863,7521
54629674	2	4863,7521
54629675	2	4863,7521
54629677	2	4863,7521
54629687	2	4863,7521
54629689	2	4863,7521
54629690	2	4863,7521
54629691	2	4863,7521
54629692	2	4863,7521
54629729	2	4863,7521
54629753	2	4863,7521
54629754	2	4863,7521
54629787	2	4863,7521
54629847	2	4863,7521
54629914	2	4863,7521
54629916	2	4863,7521
54629917	2	4863,7521
54629918	2	4863,7521
54629922	2	4863,7521
54629923	2	4863,7521
54628342	2	4863,7521
54628344	2	4863,7521
54628361	2	4863,7521
54628365	2	4863,7521
54628412	2	4863,7521
54628516	2	4863,7521
54628517	2	4863,7521
54628518	2	4863,7521
54628519	2	4863,7521
54628597	2	4863,4864
54628598	2	4863,7521
54628711	2	4863,7521
54628717	2	4863,7521
54628725	2	4864,7521
54628726	2	4864,7521
54628747	2	4863,7521
54628749	2	4863,7521
54628754	2	4863,7521
54628756	2	4863,7521
54628757	2	4863,7521
54628758	2	4863,7521
54628759	2	4863,7521
54628760	2	4863,7521
54628761	2	4863,7521
54628844	2	4863,7521
54628878	2	4864,7521
54628879	2	4863,7521
54628881	2	4863,7521
54628883	2	4863,7521
54628885	2	4863,7521
54628886	2	4863,7521
54628888	2	4863,7521
54628889	2	4863,7521
54628890	2	4863,7521
54628891	2	4863,7521
54628892	2	4863,7521
54628939	2	4863,7521
54628940	2	4863,7521
54628942	2	4863,7521
54628944	2	4863,7521
54628945	2	4863,7521
54629007	2	4863,7521
54629074	2	4863,7521
54629077	2	4863,7521
54629092	2	4863,7521
54629094	2	4863,7521
54629095	2	4863,7521
54629096	2	4863,7521
54629097	2	4863,7521
54629114	2	4863,7521
54629116	2	4864,7521
54629117	2	4863,7521
54629118	2	4863,4864
54629121	2	4863,7521
54629133	2	4863,7521
54629134	2	4863,7521
54629135	2	4863,7521
54629137	2	4863,7521
54629163	2	4863,7521
54629164	2	4863,7521
54629167	2	4863,7521
54629188	2	4863,7521
54629239	2	4863,7521
54629240	2	4863,7521
54626962	2	4863,7521
54626963	2	4863,7521
54626965	2	4863,7521
54626966	2	4863,7521
54626968	2	4864,7521
54626969	2	4863,7521
54626971	2	4863,7521
54626972	2	4863,7521
54626974	2	4863,7521
54626975	2	4863,7521
54626978	2	4863,7521
54626986	2	4863,7521
54626987	2	4863,7521
54627072	2	4863,7521
54627074	2	4863,7521
54627075	2	4863,7521
54627077	2	4863,7521
54627078	2	4863,7521
54627164	2	4863,7521
54627194	2	4863,7521
54627202	2	4863,7521
54627211	2	4863,4864
54627323	2	4863,7521
54627324	2	4863,7521
54627325	2	4863,7521
54627327	2	4863,7521
54627428	2	4863,7521
54627434	2	4863,7521
54627507	2	4863,7521
54627508	2	4863,7521
54627509	2	4863,7521
54627510	2	4863,7521
54627511	2	4863,7521
54627513	2	4863,7521
54627536	2	4863,7521
54627537	2	4863,7521
54627538	2	4863,7521
54627539	2	4863,7521
54627540	2	4863,7521
54627679	2	4863,7521
54627680	2	4863,7521
54627731	2	4863,7521
54627780	2	4863,7521
54627783	2	4863,7521
54627784	2	4863,7521
54627940	2	4863,7521
54627945	2	4863,7521
54627947	2	4863,7521
54627953	2	4863,7521
54627957	2	4863,7521
54627972	2	4863,7521
54628079	2	4863,7521
54628082	2	4863,7521
54628111	2	4864,7521
54628124	2	4863,7521
54628125	2	4863,7521
54628140	2	4863,7521
54628157	2	4863,7521
54628158	2	4863,7521
54628179	2	4863,7521
54628298	2	4863,7521
54628302	2	4863,7521
54628321	2	4863,7521
54628340	2	4863,7521
54626262	2	4863,7521
54626266	2	4863,7521
54626301	2	4863,7521
54626302	2	4863,7521
54626303	2	4863,7521
54626312	2	4863,7521
54626314	2	4863,7521
54626315	2	4863,7521
54626358	2	4863,4864
54626359	2	4864,7521
54626362	2	4863,4864
54626441	2	4863,4864
54626445	2	4863,7521
54626451	2	4863,7521
54626452	2	4863,7521
54626456	2	4863,7521
54626466	2	4863,7521
54626480	2	4863,7521
54626482	2	4863,7521
54626483	2	4863,4864
54626485	2	4864,7521
54626496	2	4863,7521
54626538	2	4863,7521
54626540	2	4863,7521
54626558	2	4863,7521
54626559	2	4863,7521
54626560	2	4863,7521
54626604	2	4863,7521
54626608	2	4863,7521
54626614	2	4864,7521
54626626	2	4863,7521
54626713	2	4863,7521
54626716	2	4863,7521
54626719	2	4863,7521
54626725	2	4863,4864
54626726	2	4863,4864
54626728	2	4863,7521
54626730	2	4863,7521
54626749	2	4863,7521
54626750	2	4863,7521
54626754	2	4863,7521
54626756	2	4863,7521
54626787	2	4863,7521
54626790	2	4863,7521
54626800	2	4863,7521
54626801	2	4863,7521
54626802	2	4863,7521
54626820	2	4863,7521
54626838	2	4863,7521
54626839	2	4863,7521
54626840	2	4863,7521
54626841	2	4863,7521
54626842	2	4863,7521
54626875	2	4863,7521
54626930	2	4863,7521
54626932	2	4863,7521
54626934	2	4863,7521
54626947	2	4863,7521
54626953	2	4863,7521
54626954	2	4863,7521
54626955	2	4863,7521
54626956	2	4863,7521
54626958	2	4863,7521
54626960	2	4863,7521
54625594	2	4863,7521
54625595	2	4863,7521
54625596	2	4863,7521
54625600	2	4864,7521
54625601	2	4864,7521
54625602	2	4863,7521
54625604	2	4863,7521
54625605	2	4863,7521
54625623	2	4863,7521
54625679	2	4863,7521
54625680	2	4863,7521
54625689	2	4863,7521
54625694	2	4863,7521
54625695	2	4863,7521
54625696	2	4863,7521
54625697	2	4863,7521
54625698	2	4863,7521
54625704	2	4863,7521
54625721	2	4863,7521
54625722	2	4863,7521
54625749	2	4863,7521
54625753	2	4863,7521
54625755	2	4863,7521
54625809	2	4864,7521
54625810	2	4864,7521
54625814	2	4863,7521
54625912	2	4863,7521
54625913	2	4863,7521
54625914	2	4863,7521
54625915	2	4863,7521
54625927	2	4863,7521
54625952	2	4863,7521
54625953	2	4863,7521
54625957	2	4863,7521
54625959	2	4863,7521
54625977	2	4863,7521
54625978	2	4863,7521
54625993	2	4863,7521
54626075	2	4863,7521
54626076	2	4863,7521
54626090	2	4863,7521
54626133	2	4863,7521
54626135	2	4863,7521
54626136	2	4863,7521
54626137	2	4863,7521
54626138	2	4863,7521
54626139	2	4863,7521
54626140	2	4863,7521
54626142	2	4863,7521
54626143	2	4863,7521
54626146	2	4863,7521
54626179	2	4863,7521
54626181	2	4863,7521
54626183	2	4863,7521
54626184	2	4863,7521
54626187	2	4864,7521
54626188	2	4863,7521
54626189	2	4864,7521
54626190	2	4864,7521
54626191	2	4864,7521
54626193	2	4864,7521
54626199	2	4863,7521
54626256	2	4863,7521
54626257	2	4863,7521
54624527	2	4863,7521
54624540	2	4863,7521
54624542	2	4864,7521
54624543	2	4863,7521
54624544	2	4864,7521
54624545	2	4863,7521
54624546	2	4864,7521
54624593	2	4864,7521
54624594	2	4864,7521
54624604	2	4863,7521
54624605	2	4863,7521
54624660	2	4863,7521
54624696	2	4863,7521
54624791	2	4864,7521
54624794	2	4863,7521
54624818	2	4863,7521
54624845	2	4863,7521
54624855	2	4863,7521
54624863	2	4863,7521
54624864	2	4864,7521
54624868	2	4863,7521
54624909	2	4863,7521
54624912	2	4863,7521
54624915	2	4863,7521
54624918	2	4863,7521
54624920	2	4863,7521
54624948	2	4863,7521
54624963	2	4864,7521
54624967	2	4863,7521
54624968	2	4863,7521
54624989	2	4863,7521
54624998	2	4863,7521
54625000	2	4863,7521
54625002	2	4863,7521
54625014	2	4864,7521
54625159	2	4863,7521
54625160	2	4863,7521
54625161	2	4863,7521
54625162	2	4863,7521
54625200	2	4863,7521
54625202	2	4863,7521
54625226	2	4863,7521
54625267	2	4863,7521
54625271	2	4863,7521
54625272	2	4863,7521
54625273	2	4863,7521
54625295	2	4863,7521
54625297	2	4863,7521
54625317	2	4863,7521
54625318	2	4863,7521
54625319	2	4863,7521
54625321	2	4863,7521
54625322	2	4863,7521
54625323	2	4863,7521
54625324	2	4863,7521
54625388	2	4863,7521
54625389	2	4863,7521
54625391	2	4863,7521
54625393	2	4863,7521
54625417	2	4863,7521
54625454	2	4863,7521
54625575	2	4863,7521
54625591	2	4863,7521
54625593	2	4863,7521
54623266	2	4863,7521
54623333	2	4863,7521
54623354	2	4863,7521
54623355	2	4863,7521
54623380	2	4863,7521
54623409	2	4863,7521
54623410	2	4863,7521
54623411	2	4863,7521
54623412	2	4863,7521
54623432	2	4863,7521
54623433	2	4863,7521
54623434	2	4863,7521
54623435	2	4863,7521
54623436	2	4863,7521
54623437	2	4863,7521
54623438	2	4863,7521
54623456	2	4863,7521
54623470	2	4863,7521
54623485	2	4863,7521
54623487	2	4863,7521
54623512	2	4863,7521
54623543	2	4863,7521
54623641	2	4864,7521
54623642	2	4864,7521
54623644	2	4864,7521
54623645	2	4864,7521
54623646	2	4864,7521
54623801	2	4863,7521
54623805	2	4863,7521
54623948	2	4864,7521
54623950	2	4863,7521
54623951	2	4863,7521
54623952	2	4863,7521
54623995	2	4863,7521
54623996	2	4863,7521
54623997	2	4863,7521
54623998	2	4863,7521
54623999	2	4863,7521
54624000	2	4863,7521
54624106	2	4863,7521
54624115	2	4863,7521
54624116	2	4863,7521
54624117	2	4863,7521
54624118	2	4863,7521
54624119	2	4863,7521
54624136	2	4863,7521
54624141	2	4863,7521
54624143	2	4863,7521
54624148	2	4863,7521
54624151	2	4863,7521
54624161	2	4863,7521
54624242	2	4863,7521
54624245	2	4863,7521
54624247	2	4863,7521
54624248	2	4863,7521
54624306	2	4863,7521
54624307	2	4863,7521
54624345	2	4863,7521
54624410	2	4863,7521
54624481	2	4863,7521
54624483	2	4863,7521
54624484	2	4863,7521
54624524	2	4863,7521
54624526	2	4863,7521
54622222	2	4863,7521
54622236	2	4863,7521
54622259	2	4864,7521
54622260	2	4863,7521
54622262	2	4863,7521
